cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,800,1280,8192,112,0,26.8345,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,625.21,711.3,0.0
256,800,8192,1024,0,0,17.1115,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,784.37,1304.09,0.0
256,800,8192,4096,138,0,42.4989,a8w8_bpreshuffle_256x112x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1263.26,1175.05,0.0
256,832,1280,8192,113,0,28.7325,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,607.27,676.29,0.0
256,832,8192,1024,124,0,18.1263,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,770.08,1261.82,0.0
256,832,8192,4096,138,0,44.639,a8w8_bpreshuffle_256x112x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1250.8,1133.4,0.0
256,864,1280,8192,113,0,26.1213,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,693.66,757.06,0.0
256,864,8192,1024,70,0,17.2399,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,840.81,1359.01,0.0
256,864,8192,4096,138,0,45.3762,a8w8_bpreshuffle_256x112x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1277.81,1129.43,0.0
256,896,1280,8192,114,0,28.3029,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,663.91,710.87,0.0
256,896,8192,1024,85,0,18.624,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,807.15,1287.92,0.0
